Claim_ID,Age,Annual_Income,Policy_Tenure_Years,Claim_Amount,Number_of_Previous_Claims,Days_to_Report,Policy_Premium,Vehicle_Age,Num_Policy_Changes,Hospitalization_Days,Claim_History,Claim_Type,Incident_Type,Policy_Type,Documentation_Complete,Fraud
CLM000262,68,209767,18.2,35407,1,56,27597,0,0,7,Frequent,Vehicle,Theft,Basic,Yes,1
CLM000263,39,97108,8.2,175721,0,57,38670,14,0,25,Minor,Life,Medical,Basic,Yes,1
CLM000264,32,172485,4.6,87784,1,18,20832,6,2,3,Frequent,Health,Damage,Premium,Yes,0
CLM000265,63,245741,0.7,273842,2,57,2153,14,0,3,Clean,Vehicle,Theft,Standard,No,1
CLM000266,43,220406,1.3,61832,4,48,2565,15,0,14,Clean,Travel,Medical,Premium,Yes,1
CLM000267,68,240355,19.6,278381,0,2,18734,6,2,27,Clean,Vehicle,Damage,Basic,Yes,0
CLM000268,34,140598,5.0,298863,1,56,4140,15,0,4,Clean,Health,Damage,Basic,No,1
CLM000269,79,211568,18.6,270574,1,0,4389,10,1,19,Clean,Health,Accident,Standard,Yes,0
CLM000270,37,149728,2.5,257874,0,54,29392,8,0,22,Minor,Travel,Theft,Standard,Yes,1
CLM000271,47,103734,13.5,114625,1,26,27949,19,3,7,Clean,Health,Damage,Basic,Yes,0
CLM000272,37,234131,4.4,93776,4,17,44133,16,1,27,Clean,Life,Loss,Premium,Yes,0
CLM000273,27,30244,11.6,289131,0,6,31928,12,1,25,Frequent,Life,Theft,Premium,Yes,1
CLM000274,41,81947,17.1,90936,0,39,3532,1,0,11,Minor,Vehicle,Damage,Premium,Yes,1
CLM000275,79,96783,1.0,206461,2,30,39860,6,2,9,Clean,Travel,Damage,Basic,Yes,1
CLM000276,53,248047,6.0,206264,2,16,49741,15,0,28,Frequent,Life,Medical,Premium,Yes,1
CLM000277,62,126002,15.2,86568,1,27,12745,12,1,25,Minor,Health,Loss,Basic,Yes,1
CLM000278,70,33912,11.2,210455,0,49,3071,15,0,3,Minor,Health,Damage,Standard,Yes,1
CLM000279,23,52412,11.7,3773,1,8,29394,8,3,20,Frequent,Vehicle,Loss,Basic,No,1
CLM000280,76,42282,13.4,138129,1,47,45269,15,2,6,Clean,Health,Loss,Basic,Yes,1
CLM000281,27,97924,14.5,38503,1,51,14193,2,1,20,Clean,Vehicle,Theft,Basic,Yes,1
CLM000282,29,248121,12.0,91561,2,56,38660,2,1,0,Clean,Life,Accident,Standard,Yes,1
CLM000283,20,72755,2.3,64109,2,38,26254,14,3,19,Minor,Vehicle,Medical,Basic,Yes,0
CLM000284,23,136249,13.4,199440,0,21,12104,10,1,12,Clean,Property,Accident,Premium,Yes,1
CLM000285,47,167346,19.1,220660,1,29,36017,18,0,24,Minor,Life,Loss,Premium,Yes,1
CLM000286,78,243144,8.5,76517,1,5,46814,8,2,25,Minor,Property,Loss,Standard,Yes,0
CLM000287,23,63423,18.3,158548,1,10,1930,8,1,29,Minor,Property,Loss,Basic,Yes,0
CLM000288,55,97037,0.5,271889,0,5,25895,6,0,9,Minor,Health,Accident,Premium,Yes,0
CLM000289,33,143273,2.5,57415,1,34,14116,15,0,15,Minor,Travel,Damage,Basic,Yes,0
CLM000290,60,105676,10.4,166265,0,19,28647,6,2,19,Clean,Vehicle,Medical,Premium,Yes,0
CLM000291,28,226172,0.3,264109,2,22,14412,9,1,4,Minor,Travel,Loss,Basic,No,1
CLM000292,36,86052,14.0,211360,1,56,7458,13,1,29,Clean,Health,Loss,Basic,Yes,1
CLM000293,25,29422,14.0,135498,4,31,26592,11,0,17,Clean,Health,Loss,Basic,Yes,1
CLM000294,54,60591,4.3,132528,1,42,48108,14,0,4,Minor,Life,Accident,Standard,Yes,1
CLM000295,35,70954,1.6,271191,3,38,16739,13,1,3,Minor,Travel,Theft,Standard,Yes,1
CLM000296,64,230802,10.9,157002,1,33,27149,6,1,21,Clean,Vehicle,Theft,Basic,No,1
CLM000297,67,187708,9.4,65796,0,48,3580,1,0,24,Clean,Vehicle,Medical,Standard,Yes,0
CLM000298,37,53504,8.8,248533,2,23,36407,18,0,4,Frequent,Life,Theft,Basic,Yes,0
CLM000299,79,44490,1.1,10056,1,23,1399,12,0,15,Minor,Property,Medical,Basic,Yes,0
CLM000300,28,82563,5.4,8296,1,54,47968,9,1,12,Minor,Property,Damage,Basic,Yes,0
CLM000301,78,108961,9.5,76230,1,43,3005,6,3,0,Clean,Travel,Theft,Standard,Yes,1
CLM000302,31,208358,6.2,78126,1,21,47359,8,1,28,Minor,Life,Theft,Standard,Yes,0
CLM000303,23,177869,5.1,131776,2,24,43466,13,2,28,Clean,Travel,Theft,Standard,Yes,1
CLM000304,64,165449,4.5,214466,0,30,34250,19,0,22,Clean,Travel,Medical,Standard,Yes,1
CLM000305,53,26034,8.2,222625,3,46,46868,6,0,4,Clean,Travel,Loss,Basic,Yes,1
CLM000306,20,179520,19.0,216980,2,10,30186,12,0,16,Clean,Health,Damage,Standard,Yes,0
CLM000307,58,180118,7.4,144758,1,51,8619,4,1,5,Frequent,Vehicle,Damage,Basic,Yes,0
CLM000308,37,68187,16.7,39066,2,17,1923,10,0,26,Frequent,Life,Theft,Standard,Yes,1
CLM000309,43,249266,11.9,85838,0,22,33356,4,2,13,Clean,Health,Accident,Basic,Yes,0
CLM000310,46,191915,7.9,248234,0,23,49643,5,2,14,Clean,Health,Damage,Premium,Yes,1
CLM000311,40,201322,7.5,273446,0,22,44669,17,1,25,Minor,Property,Theft,Basic,No,1
CLM000312,78,132441,14.0,88263,2,40,19860,7,0,26,Clean,Health,Loss,Premium,No,1
CLM000313,70,200605,12.7,270181,3,19,42706,4,2,22,Frequent,Travel,Medical,Basic,Yes,1
CLM000314,42,92211,5.9,295833,4,48,7932,5,1,16,Minor,Vehicle,Loss,Premium,Yes,1
CLM000315,59,155117,17.3,136173,0,17,30889,8,0,26,Minor,Travel,Loss,Standard,No,0
CLM000316,27,41504,17.6,148609,2,21,47832,1,0,26,Clean,Vehicle,Theft,Basic,Yes,0
CLM000317,66,229081,17.6,241072,0,52,16776,16,0,20,Clean,Property,Accident,Basic,Yes,1
CLM000318,29,201217,11.7,235981,0,8,16136,18,1,29,Clean,Health,Medical,Basic,Yes,0
CLM000319,24,238593,12.2,232093,1,6,43585,3,0,3,Minor,Health,Accident,Standard,Yes,1
CLM000320,43,83213,8.1,82140,3,10,23268,8,0,10,Frequent,Property,Loss,Standard,Yes,0
CLM000321,30,236267,12.7,157192,3,47,23893,16,0,21,Minor,Health,Medical,Standard,Yes,1
CLM000322,42,170667,19.0,93248,1,51,13237,19,0,5,Minor,Health,Medical,Standard,Yes,0
CLM000323,69,114841,9.6,211413,2,20,2430,16,2,16,Clean,Health,Theft,Standard,Yes,0
CLM000324,20,95216,8.9,14064,2,27,46085,17,1,8,Clean,Travel,Damage,Basic,Yes,1
CLM000325,23,100980,6.4,116551,2,19,18972,4,0,12,Clean,Life,Loss,Standard,Yes,0
CLM000326,78,173297,11.9,174929,0,26,44399,13,0,28,Minor,Health,Theft,Basic,Yes,0
CLM000327,61,111849,5.4,291349,3,59,39658,8,0,28,Clean,Property,Damage,Basic,Yes,1
CLM000328,23,213023,17.6,116216,1,17,39136,5,1,14,Clean,Vehicle,Medical,Basic,Yes,0
CLM000329,31,248870,2.7,11428,0,3,6772,5,4,3,Minor,Health,Damage,Basic,Yes,0
CLM000330,23,83231,10.7,91667,2,6,11622,3,0,16,Minor,Travel,Loss,Basic,Yes,0
CLM000331,36,48139,5.7,233031,0,20,13574,15,1,15,Clean,Health,Theft,Basic,No,1
CLM000332,76,249867,2.4,149487,0,28,23822,11,1,6,Clean,Life,Loss,Standard,Yes,0
CLM000333,45,201586,14.1,260539,0,58,20749,16,0,30,Frequent,Health,Medical,Basic,Yes,1
CLM000334,23,117759,14.4,146859,1,8,5415,10,1,1,Clean,Property,Damage,Standard,Yes,0
CLM000335,19,174712,6.8,48707,2,26,1564,18,1,15,Clean,Health,Accident,Basic,Yes,1
CLM000336,47,83595,11.0,220828,1,21,9464,15,2,11,Clean,Life,Medical,Standard,Yes,0
CLM000337,19,79630,6.7,113240,1,47,16546,1,0,30,Clean,Vehicle,Damage,Standard,Yes,0
CLM000338,64,220060,4.1,65066,1,55,23601,15,0,8,Minor,Vehicle,Damage,Basic,Yes,1
CLM000339,37,134349,10.2,25884,1,56,44494,14,0,28,Minor,Health,Loss,Premium,Yes,0
CLM000340,60,242325,0.7,159934,0,57,37108,10,0,3,Clean,Property,Medical,Basic,Yes,1
CLM000341,53,36379,1.7,268824,1,23,48516,11,0,8,Frequent,Vehicle,Loss,Basic,Yes,0
CLM000342,32,193363,18.7,121365,2,57,15471,3,0,6,Minor,Property,Damage,Standard,Yes,0
CLM000343,21,38232,17.9,277551,1,52,47341,10,1,18,Minor,Travel,Medical,Basic,Yes,1
CLM000344,39,125671,11.2,285799,1,54,28853,12,2,25,Clean,Property,Theft,Premium,Yes,1
CLM000345,71,176827,9.7,41302,1,20,5193,0,1,29,Minor,Travel,Loss,Basic,Yes,0
CLM000346,41,200239,5.9,127416,1,17,3089,19,2,7,Clean,Health,Loss,Standard,Yes,0
CLM000347,78,72348,19.0,156379,0,0,6837,0,0,21,Clean,Health,Medical,Standard,Yes,0
CLM000348,58,91701,8.0,36158,0,26,5661,17,0,17,Minor,Property,Accident,Basic,Yes,0
CLM000349,59,156393,17.7,67323,1,42,20697,2,1,23,Minor,Health,Accident,Standard,Yes,1
CLM000350,63,202318,19.5,64560,1,34,38776,4,2,18,Clean,Travel,Theft,Premium,Yes,0
CLM000351,58,123826,16.0,248837,1,57,30543,11,2,26,Minor,Travel,Damage,Standard,No,1
CLM000352,78,74842,19.4,102180,2,35,4894,14,0,15,Clean,Health,Loss,Premium,Yes,0
CLM000353,21,197160,12.9,130187,1,60,10974,0,0,17,Minor,Travel,Damage,Standard,No,1
CLM000354,73,200076,7.1,152578,2,39,4508,16,2,9,Clean,Vehicle,Loss,Standard,Yes,0
CLM000355,45,100659,6.9,25212,1,42,44369,4,1,2,Clean,Travel,Loss,Premium,No,1
CLM000356,66,64020,12.6,228061,3,21,8428,8,0,3,Clean,Life,Loss,Standard,Yes,0
CLM000357,61,67048,7.2,236542,0,46,24503,11,2,0,Clean,Vehicle,Damage,Standard,Yes,1
CLM000358,72,95448,19.2,263751,0,6,30845,19,1,18,Clean,Health,Medical,Standard,Yes,1
CLM000359,43,228525,9.6,3325,1,37,15705,8,0,27,Frequent,Life,Medical,Standard,Yes,1
CLM000360,37,185918,1.2,22917,0,20,43934,12,2,17,Clean,Vehicle,Loss,Standard,No,1
CLM000361,79,225923,2.6,51747,2,45,38671,8,0,28,Clean,Life,Loss,Basic,Yes,0
CLM000362,48,144994,3.5,112241,0,42,21613,7,0,9,Clean,Property,Damage,Standard,Yes,1
CLM000363,55,174526,12.9,55569,2,9,42384,19,0,28,Clean,Life,Damage,Basic,Yes,1
CLM000364,30,101993,15.4,148033,0,54,35121,15,3,5,Clean,Property,Medical,Standard,Yes,1
CLM000365,62,52976,5.1,61918,2,20,47399,10,2,30,Frequent,Life,Theft,Standard,Yes,0
CLM000366,72,124329,4.4,58681,0,10,37044,13,1,26,Clean,Travel,Loss,Premium,Yes,1
CLM000367,55,176396,10.4,123289,1,35,47650,17,1,6,Clean,Vehicle,Loss,Basic,Yes,0
CLM000368,69,247807,7.5,91214,1,18,4151,19,0,8,Clean,Health,Medical,Standard,Yes,1
CLM000369,29,182685,1.9,38564,0,42,17985,11,1,4,Clean,Property,Damage,Basic,No,0
CLM000370,36,67145,5.9,257515,1,14,818,16,2,25,Clean,Property,Accident,Basic,Yes,1
CLM000371,75,69680,18.0,142323,1,56,24882,7,1,12,Clean,Life,Accident,Standard,Yes,0
CLM000372,46,174874,0.3,248555,2,59,17076,3,3,24,Minor,Life,Medical,Premium,Yes,1
CLM000373,18,73967,12.4,245938,0,48,37132,9,0,3,Clean,Health,Theft,Standard,Yes,1
CLM000374,39,131050,5.6,107440,2,17,45005,5,0,9,Minor,Property,Theft,Standard,Yes,0
CLM000375,68,135575,6.9,166358,2,33,7008,18,0,21,Clean,Property,Damage,Basic,Yes,1
CLM000376,76,43350,4.8,211427,1,25,25524,11,1,5,Clean,Health,Damage,Premium,Yes,1
CLM000377,23,64421,14.6,29072,1,25,13504,7,0,21,Clean,Vehicle,Damage,Standard,Yes,0
CLM000378,37,122860,9.6,217375,3,42,23481,10,1,10,Clean,Life,Loss,Basic,Yes,1
CLM000379,50,188430,11.8,228109,1,40,36350,2,1,4,Minor,Vehicle,Medical,Basic,Yes,1
CLM000380,75,109025,6.4,147315,1,30,23094,0,0,17,Minor,Travel,Loss,Basic,Yes,0
CLM000381,58,115314,11.0,138120,0,35,20950,1,2,13,Frequent,Property,Damage,Basic,Yes,1
CLM000382,32,78348,15.1,56652,2,19,35918,18,2,18,Clean,Vehicle,Accident,Basic,Yes,0
CLM000383,27,64109,14.2,182885,1,28,21404,7,1,25,Clean,Property,Accident,Premium,Yes,1
CLM000384,37,42004,8.4,176405,3,5,28948,5,1,3,Minor,Vehicle,Medical,Premium,Yes,1
CLM000385,36,163065,8.9,94741,2,22,15570,14,3,2,Clean,Health,Medical,Premium,Yes,1
CLM000386,34,169606,15.8,49719,2,5,4945,9,1,14,Minor,Travel,Accident,Premium,Yes,0
CLM000387,42,246298,15.4,24753,0,36,27608,16,2,17,Frequent,Health,Medical,Basic,Yes,0
CLM000388,77,239154,19.4,166842,0,3,35780,5,0,6,Clean,Vehicle,Theft,Standard,Yes,0
CLM000389,68,92320,10.6,215159,0,58,29565,14,4,25,Minor,Travel,Theft,Standard,Yes,1
CLM000390,72,140701,17.6,39939,2,39,706,13,0,14,Frequent,Vehicle,Medical,Standard,Yes,1
CLM000391,65,28897,15.5,192340,1,3,3655,14,0,11,Clean,Travel,Medical,Basic,Yes,0
CLM000392,57,19689,0.6,71014,3,53,12637,18,0,23,Clean,Property,Theft,Basic,No,1
CLM000393,40,62497,3.6,252945,0,12,30157,17,1,14,Minor,Vehicle,Accident,Basic,Yes,0
CLM000394,56,44822,15.4,183870,1,56,6471,15,1,19,Clean,Vehicle,Theft,Standard,No,1
CLM000395,72,235917,14.1,91186,0,34,19206,14,0,1,Clean,Life,Medical,Basic,Yes,0
CLM000396,49,17032,17.8,42849,3,35,44967,19,0,10,Clean,Property,Accident,Basic,Yes,0
CLM000397,69,117903,7.9,32612,1,40,9953,3,1,18,Clean,Vehicle,Theft,Standard,Yes,0
CLM000398,56,147062,12.6,158607,0,22,35527,10,1,19,Clean,Life,Damage,Premium,Yes,0
CLM000399,53,93427,1.1,180371,2,3,42403,3,1,0,Clean,Travel,Loss,Standard,Yes,0
CLM000400,58,42068,0.6,29676,2,4,8977,15,0,0,Frequent,Travel,Theft,Premium,Yes,0
CLM000401,41,86699,2.9,299349,2,40,32533,3,0,13,Clean,Travel,Damage,Premium,Yes,1
CLM000402,75,181753,17.4,210192,3,11,9998,19,0,8,Clean,Travel,Accident,Basic,No,1
CLM000403,49,66159,3.3,63968,3,46,11446,3,0,14,Minor,Health,Medical,Basic,Yes,0
CLM000404,62,227865,16.9,12645,1,45,42560,10,2,0,Frequent,Life,Medical,Basic,Yes,1
CLM000405,25,106608,11.7,231660,2,27,33451,7,0,20,Clean,Property,Accident,Basic,No,1
CLM000406,69,47146,5.4,155078,2,46,23783,6,2,23,Clean,Health,Loss,Standard,No,1
CLM000407,22,122733,18.2,61641,1,16,24032,17,0,13,Frequent,Vehicle,Medical,Basic,Yes,0
CLM000408,50,196508,2.6,85796,0,58,25714,13,1,12,Clean,Travel,Damage,Basic,Yes,1
CLM000409,59,62175,5.6,163514,0,21,42755,5,1,26,Clean,Vehicle,Damage,Premium,Yes,0
CLM000410,29,183298,14.9,173596,1,29,16124,10,0,12,Clean,Property,Medical,Standard,No,1
CLM000411,21,182695,1.7,170588,0,40,20790,8,0,15,Clean,Health,Medical,Premium,Yes,1
CLM000412,58,167205,11.0,242977,0,24,42362,0,0,27,Clean,Health,Loss,Basic,Yes,1
CLM000413,19,235987,10.5,266972,0,6,41584,16,0,12,Clean,Vehicle,Medical,Standard,Yes,0
CLM000414,46,169730,13.6,181742,0,18,37380,0,1,22,Minor,Travel,Loss,Basic,Yes,0
CLM000415,77,157926,14.5,191734,2,25,24560,11,1,29,Clean,Vehicle,Damage,Basic,Yes,1
CLM000416,19,79524,2.8,173307,3,46,22366,8,0,14,Minor,Travel,Medical,Standard,Yes,1
CLM000417,69,16665,18.1,156486,2,34,6443,15,0,9,Clean,Property,Damage,Premium,Yes,0
CLM000418,42,96977,17.7,229139,1,38,35067,5,2,27,Clean,Health,Accident,Basic,Yes,1
CLM000419,66,174750,6.2,113596,1,7,10321,5,0,28,Clean,Health,Medical,Standard,Yes,1
CLM000420,24,117182,10.7,272142,1,49,45499,0,3,23,Clean,Vehicle,Loss,Basic,Yes,1
CLM000421,21,154358,11.0,80621,1,8,12717,12,1,20,Clean,Property,Theft,Basic,Yes,0
CLM000422,53,104451,2.3,221399,1,23,23886,15,3,21,Minor,Life,Damage,Standard,Yes,0
CLM000423,65,57705,15.4,156954,2,25,12655,0,0,7,Clean,Vehicle,Accident,Basic,Yes,1
CLM000424,58,54586,1.6,32107,2,54,45104,0,1,11,Frequent,Travel,Loss,Standard,Yes,1
CLM000425,18,166188,12.2,202162,3,54,8498,15,0,12,Clean,Travel,Theft,Standard,Yes,1
CLM000426,44,55047,10.8,227284,0,22,7545,1,1,3,Clean,Travel,Accident,Basic,Yes,1
CLM000427,30,27150,0.8,8468,1,54,33343,16,0,2,Minor,Property,Accident,Premium,No,1
CLM000428,27,182423,5.1,239579,2,2,37249,4,0,0,Clean,Property,Theft,Basic,No,0
CLM000429,31,45352,4.7,20074,1,9,25141,2,3,0,Minor,Property,Medical,Standard,Yes,0
CLM000430,73,226367,11.9,274320,2,53,1609,13,1,22,Frequent,Vehicle,Medical,Basic,No,1
CLM000431,78,155540,10.3,17467,1,32,13771,19,3,4,Clean,Vehicle,Accident,Standard,Yes,1
CLM000432,32,214083,15.4,30212,0,52,4164,15,0,14,Minor,Travel,Theft,Basic,Yes,0
CLM000433,44,27557,7.6,58725,1,51,29606,13,0,15,Minor,Health,Damage,Standard,Yes,0
CLM000434,71,150030,8.7,282035,0,41,29497,6,3,30,Clean,Vehicle,Medical,Basic,Yes,1
CLM000435,63,158148,6.5,42623,2,54,31228,6,0,23,Minor,Vehicle,Damage,Standard,No,1
CLM000436,35,77829,10.1,202191,0,34,48766,1,0,10,Clean,Travel,Accident,Standard,Yes,1
CLM000437,63,57721,11.6,109443,0,3,24792,5,1,12,Minor,Travel,Damage,Basic,Yes,0
CLM000438,39,235211,1.3,10683,1,59,13139,9,0,5,Frequent,Vehicle,Loss,Basic,Yes,1
CLM000439,40,230066,9.7,220078,0,21,41958,1,1,24,Minor,Property,Loss,Premium,No,1
CLM000440,53,224839,17.7,189953,2,26,1653,1,3,24,Clean,Travel,Damage,Standard,Yes,1
CLM000441,78,236732,2.8,163672,0,53,47361,10,0,3,Frequent,Travel,Theft,Premium,Yes,1
CLM000442,68,99337,15.5,7136,1,48,26127,0,1,28,Minor,Health,Loss,Standard,No,0
CLM000443,42,207606,17.4,28524,0,59,6175,9,0,10,Clean,Vehicle,Medical,Standard,Yes,1
CLM000444,51,224804,15.4,95695,0,48,41425,6,2,19,Clean,Health,Accident,Standard,No,1
CLM000445,65,104689,0.6,264267,0,48,41132,3,1,27,Minor,Travel,Medical,Basic,Yes,1
CLM000446,33,136440,9.6,63134,1,24,45239,11,1,20,Clean,Travel,Damage,Standard,Yes,1
CLM000447,37,173545,7.8,244983,2,41,37956,7,0,23,Minor,Property,Damage,Premium,Yes,1
CLM000448,23,162786,18.0,218702,2,29,36991,14,1,2,Clean,Life,Damage,Basic,Yes,1
CLM000449,75,217065,4.7,179397,0,11,31023,19,3,0,Minor,Life,Loss,Basic,Yes,0
CLM000450,61,221380,4.7,259895,1,58,9241,16,0,14,Clean,Health,Damage,Basic,Yes,1
CLM000451,43,138327,16.5,161601,3,30,49360,10,0,24,Clean,Property,Loss,Premium,No,1
CLM000452,47,231236,19.7,135570,2,16,14273,1,2,7,Clean,Health,Damage,Basic,Yes,0
CLM000453,52,246469,18.4,37118,0,41,23359,15,1,6,Clean,Health,Theft,Premium,Yes,0
CLM000454,19,134670,3.2,85639,2,31,36310,11,1,25,Clean,Life,Loss,Standard,Yes,0
CLM000455,62,249671,3.4,146067,0,53,27850,7,0,12,Minor,Vehicle,Medical,Premium,No,0
CLM000456,45,167037,17.5,4315,4,2,33214,9,0,24,Clean,Health,Medical,Standard,Yes,0
CLM000457,18,44284,17.7,54333,0,9,10813,1,1,6,Frequent,Travel,Medical,Standard,Yes,0
CLM000458,46,52764,11.2,59933,2,0,23580,17,1,1,Clean,Property,Damage,Standard,Yes,0
CLM000459,25,37222,3.9,120093,0,50,36047,9,0,16,Clean,Vehicle,Loss,Basic,Yes,0
CLM000460,56,149832,0.2,231069,0,42,41796,4,1,15,Clean,Property,Theft,Standard,Yes,1
CLM000461,79,211317,13.3,250468,0,41,8108,18,2,17,Minor,Property,Accident,Standard,Yes,0
CLM000462,46,199426,13.5,246384,2,41,42064,10,0,24,Minor,Vehicle,Damage,Basic,Yes,1
CLM000463,72,55392,16.1,18897,2,11,21519,9,1,11,Frequent,Travel,Damage,Basic,No,0
CLM000464,66,149360,4.1,9174,3,14,39945,1,0,0,Clean,Life,Accident,Standard,No,0
CLM000465,25,130174,13.2,170182,4,1,776,4,2,5,Clean,Travel,Loss,Basic,No,0
CLM000466,75,203833,16.9,154248,0,42,24548,13,1,27,Clean,Travel,Theft,Standard,Yes,1
CLM000467,72,171343,2.2,76431,3,22,21525,11,0,30,Clean,Property,Theft,Premium,Yes,1
CLM000468,79,165543,2.3,27882,2,19,32454,18,1,13,Clean,Life,Damage,Premium,Yes,0
CLM000469,28,88397,12.7,245588,0,29,36379,0,1,16,Clean,Vehicle,Loss,Standard,Yes,1
CLM000470,51,246891,0.4,78344,0,19,49196,10,0,12,Minor,Life,Loss,Standard,Yes,0
CLM000471,47,186857,12.5,203702,0,22,49212,14,0,26,Clean,Property,Theft,Standard,No,0
CLM000472,19,82374,14.9,287868,0,24,22014,15,2,17,Minor,Life,Accident,Basic,Yes,1
CLM000473,56,200186,16.6,162320,1,1,3415,9,1,23,Clean,Travel,Medical,Premium,No,0
CLM000474,32,79465,6.3,195662,0,19,24091,8,0,3,Clean,Life,Theft,Standard,Yes,0
CLM000475,71,144416,16.6,195912,0,17,17111,5,1,1,Clean,Travel,Damage,Premium,Yes,0
CLM000476,38,186497,1.9,240340,1,47,5495,12,1,17,Minor,Vehicle,Accident,Premium,Yes,1
CLM000477,60,54380,8.3,183871,1,7,42676,7,0,24,Clean,Health,Damage,Standard,Yes,0
CLM000478,33,38722,12.8,192375,1,41,13678,9,1,0,Frequent,Property,Loss,Standard,Yes,0
CLM000479,70,182482,10.6,112207,2,18,38421,6,4,28,Clean,Life,Loss,Premium,Yes,1
CLM000480,29,133972,6.4,125388,0,10,46257,10,1,6,Clean,Vehicle,Accident,Standard,Yes,0
CLM000481,19,60659,8.7,168770,2,50,27871,9,1,13,Clean,Life,Damage,Basic,Yes,1
CLM000482,38,178371,5.4,188979,1,1,18479,7,0,16,Minor,Life,Theft,Standard,No,0
CLM000483,77,135147,10.1,269027,0,36,28691,4,2,1,Minor,Travel,Loss,Standard,No,1
CLM000484,31,127573,6.6,47875,1,14,4213,9,1,14,Minor,Health,Theft,Basic,Yes,0
CLM000485,68,168349,18.9,151411,1,18,30047,18,0,21,Clean,Vehicle,Accident,Standard,Yes,1
CLM000486,32,34529,5.5,262756,0,43,9045,17,2,25,Clean,Property,Loss,Basic,Yes,1
CLM000487,27,166539,5.9,98965,1,22,5369,16,1,15,Clean,Property,Theft,Premium,Yes,0
CLM000488,21,41891,3.3,40557,4,34,26381,8,1,0,Clean,Vehicle,Medical,Basic,No,1
CLM000489,44,76970,15.6,30307,2,20,8105,4,0,7,Clean,Vehicle,Medical,Basic,Yes,0
CLM000490,42,122010,2.4,229517,1,59,48769,17,0,11,Clean,Health,Theft,Standard,Yes,1
CLM000491,37,24371,0.4,173217,2,57,22167,7,1,22,Minor,Property,Accident,Standard,Yes,1
CLM000492,47,187454,16.2,45128,3,25,48452,10,2,16,Clean,Life,Medical,Premium,Yes,1
CLM000493,38,101894,14.4,18407,1,40,36469,7,1,10,Clean,Health,Accident,Basic,Yes,1
CLM000494,37,240189,5.5,196504,1,19,47935,1,1,10,Frequent,Vehicle,Loss,Standard,Yes,0
CLM000495,22,122272,17.1,139913,1,8,27357,17,1,27,Minor,Health,Accident,Standard,No,1
CLM000496,77,173498,7.0,207451,2,27,6900,10,0,8,Minor,Travel,Theft,Standard,Yes,1
CLM000497,18,233997,11.9,171303,2,32,16149,14,0,26,Clean,Vehicle,Theft,Standard,Yes,1
CLM000498,29,59886,4.6,26434,2,43,47141,7,0,4,Minor,Health,Loss,Premium,Yes,0
CLM000499,20,47408,2.4,42960,1,6,45727,18,1,16,Minor,Vehicle,Accident,Standard,Yes,0
CLM000500,78,96137,3.7,168179,0,18,12699,8,2,22,Clean,Property,Medical,Basic,Yes,0
CLM000501,51,186442,5.5,177104,0,19,43395,4,0,6,Frequent,Vehicle,Accident,Basic,Yes,1
CLM000502,47,47633,1.7,250137,0,26,43185,10,1,0,Minor,Life,Theft,Premium,Yes,0
CLM000503,51,67452,2.1,52781,1,49,34719,13,3,15,Minor,Vehicle,Loss,Basic,Yes,1
CLM000504,72,118672,11.3,272050,1,2,42616,3,1,0,Minor,Vehicle,Medical,Premium,No,1
CLM000505,72,238606,10.1,106514,1,43,16514,2,1,22,Clean,Life,Theft,Standard,Yes,1
CLM000506,18,208693,12.2,45283,0,54,1570,5,1,10,Minor,Property,Theft,Standard,Yes,1
CLM000507,57,78741,0.8,245368,3,40,8808,1,3,21,Minor,Health,Loss,Basic,Yes,1
CLM000508,27,79209,4.5,168429,1,38,43720,18,0,16,Clean,Travel,Accident,Standard,No,1
CLM000509,76,180691,3.3,217574,1,31,15504,4,0,3,Frequent,Health,Medical,Standard,No,1
CLM000510,75,109278,19.6,116498,2,57,6138,1,2,15,Clean,Life,Theft,Standard,No,1
CLM000511,33,115532,1.4,96772,1,32,10257,16,0,12,Minor,Travel,Accident,Basic,Yes,0
CLM000512,64,91903,9.7,163872,3,16,37144,2,1,19,Minor,Travel,Theft,Standard,Yes,0
CLM000513,57,85446,8.7,9782,2,31,35018,11,1,29,Clean,Life,Damage,Standard,Yes,1
CLM000514,18,244002,16.2,73614,0,45,19860,0,2,25,Clean,Property,Medical,Basic,Yes,1
CLM000515,65,146692,5.9,102745,0,50,35134,5,1,29,Clean,Health,Theft,Basic,Yes,1
CLM000516,58,186985,15.0,53522,0,15,18146,19,1,27,Minor,Life,Accident,Basic,Yes,0
CLM000517,76,36129,3.9,211400,0,44,2580,1,1,6,Clean,Vehicle,Accident,Basic,Yes,1
CLM000518,71,204550,9.9,281955,4,14,10584,2,1,30,Frequent,Travel,Theft,Basic,Yes,1
CLM000519,51,139115,7.9,160662,1,29,39985,15,0,11,Clean,Travel,Medical,Basic,No,0
CLM000520,35,152805,19.4,119355,0,36,23395,17,3,2,Clean,Life,Medical,Premium,No,1
CLM000521,33,248637,12.4,27698,2,5,45923,7,1,28,Clean,Life,Accident,Premium,Yes,0
CLM000522,71,171493,3.7,212302,2,33,40514,17,0,11,Minor,Vehicle,Medical,Basic,No,1
CLM000523,58,199496,1.8,139301,0,22,11438,4,2,0,Clean,Travel,Accident,Standard,Yes,1
CLM000524,75,41722,5.9,11843,4,42,22494,11,0,17,Minor,Travel,Loss,Standard,Yes,1
