Customer_ID,Age,Annual_Income,Employment_Years,Credit_Score,Credit_Amount,Interest_Rate,Loan_Term_Months,Existing_Loans,Debt_to_Income_Ratio,Late_Payments,Credit_Utilization,Bank_Account_Balance,Previous_Default,Loan_Purpose,Default
C000296,60,212563,3.4,715,359330,6.71,48,1,0.412,3,0.41,13241,1,Home,1
C000297,47,155115,11.8,652,484207,17.73,24,0,0.119,0,0.419,195394,0,Home,0
C000298,60,93562,10.4,671,206766,10.4,84,1,0.262,1,0.665,346024,0,Personal,1
C000299,56,248885,7.2,679,17509,17.63,12,3,0.475,1,0.321,279049,0,Personal,0
C000300,59,192799,7.5,764,254248,12.46,12,2,0.293,2,0.378,388984,0,Business,0
C000301,22,169023,8.1,586,121550,19.29,12,2,0.391,1,0.794,194237,1,Business,1
C000302,61,26984,9.4,739,486105,19.41,84,1,0.528,3,0.617,307830,0,Home,0
C000303,38,39343,5.0,665,344870,24.18,84,2,0.439,0,0.273,384862,0,Education,1
C000304,66,21390,1.2,597,33267,18.75,12,1,0.424,4,0.41,476920,0,Home,1
C000305,43,205659,3.0,593,170729,6.38,84,0,0.499,3,0.752,382885,0,Auto,1
C000306,46,167772,9.3,670,183668,12.57,24,1,0.676,1,0.618,214547,0,Auto,0
C000307,31,123592,12.2,719,215304,14.76,24,2,0.449,1,0.5,12875,0,Education,0
C000308,68,176330,12.8,646,340075,19.55,72,2,0.286,1,0.644,35167,0,Business,0
C000309,21,66354,9.8,685,76554,9.39,48,1,0.529,3,0.288,28693,0,Education,1
C000310,56,158142,9.8,805,56485,25.86,60,1,0.467,1,0.464,80353,0,Home,0
C000311,40,154727,11.8,654,240522,8.18,24,2,0.547,0,0.332,433692,0,Education,1
C000312,51,188403,3.1,713,452568,12.25,48,0,0.02,1,0.524,321366,1,Auto,1
C000313,28,34931,12.7,755,303001,7.67,72,0,0.403,1,0.697,385672,0,Home,0
C000314,60,175659,8.5,766,268497,15.09,84,2,0.202,1,0.501,209051,0,Business,0
C000315,44,139061,4.9,690,215867,23.12,48,2,0.331,6,0.301,347663,0,Personal,1
C000316,40,147649,4.7,601,240781,23.64,72,1,0.413,1,0.615,47660,0,Personal,1
C000317,35,83975,5.8,744,15018,26.42,60,4,0.222,1,0.749,482934,0,Personal,0
C000318,50,87877,6.2,647,350896,25.12,36,1,0.518,0,0.926,108014,1,Business,1
C000319,40,175905,3.6,716,261301,27.31,84,3,0.287,2,0.442,204764,0,Personal,1
C000320,58,93719,1.6,759,107753,17.04,72,2,0.276,3,0.451,31414,0,Personal,0
C000321,22,112952,10.6,786,419003,20.76,84,1,0.216,2,0.754,127359,0,Business,0
C000322,26,201492,4.7,559,424952,5.24,60,0,0.499,0,0.704,302343,0,Auto,1
C000323,62,178721,0.0,538,109790,18.32,36,0,0.21,1,0.439,372450,0,Personal,1
C000324,38,102433,9.5,679,302493,22.94,24,1,0.465,0,0.214,372990,0,Business,1
C000325,56,118513,7.1,674,100450,21.95,48,0,0.312,2,0.511,185742,0,Education,0
C000326,34,41658,1.5,772,281878,26.04,48,0,0.478,3,0.481,497411,0,Business,1
C000327,46,32754,9.2,657,333078,19.82,24,0,0.437,0,0.096,247689,0,Auto,1
C000328,54,243729,7.0,771,378753,16.52,72,1,0.16,2,0.644,480489,0,Business,0
C000329,50,224499,15.7,506,143660,16.35,48,2,0.441,2,0.536,296567,0,Business,1
C000330,27,89492,0.0,680,243240,18.98,12,2,0.38,2,0.642,325433,0,Personal,1
C000331,50,160245,3.0,753,204078,16.77,48,1,0.592,3,0.61,114244,0,Education,0
C000332,38,83810,19.3,557,237135,18.52,72,3,0.492,0,0.527,194159,0,Education,1
C000333,42,170101,11.5,694,395288,14.76,36,3,0.123,3,0.515,309272,0,Personal,0
C000334,37,130189,8.9,682,357668,5.95,24,1,0.488,6,0.463,3003,1,Education,1
C000335,51,201073,4.3,672,172412,25.56,24,2,0.395,0,0.397,164993,0,Personal,1
C000336,37,235951,7.4,611,249117,21.11,84,2,0.262,1,0.627,132842,0,Home,1
C000337,51,240420,5.8,796,420643,16.79,72,2,0.239,4,0.124,54964,0,Personal,0
C000338,33,194506,8.0,722,46944,23.03,60,0,0.36,2,0.222,98363,0,Education,0
C000339,47,177971,2.9,646,17053,16.01,48,2,0.525,0,0.655,367466,0,Personal,1
C000340,40,190088,7.7,704,253662,6.28,24,1,0.489,1,0.198,225415,0,Personal,0
C000341,37,204004,10.6,525,368949,17.09,36,1,0.53,0,0.36,278880,0,Education,1
C000342,49,54161,6.4,724,32756,17.82,12,0,0.291,0,0.338,206777,0,Auto,0
C000343,59,135099,0.0,524,191798,17.05,36,1,0.595,1,0.286,383705,1,Auto,1
C000344,55,19272,5.5,697,205134,24.28,24,4,0.09,0,0.49,275873,0,Auto,0
C000345,28,198597,6.4,729,467830,16.33,48,0,0.303,4,0.501,296545,0,Auto,1
C000346,63,179163,6.8,667,56950,22.32,60,2,0.484,0,0.659,73890,0,Home,0
C000347,58,159801,10.2,741,172485,9.81,60,3,0.484,1,0.415,316138,0,Home,0
C000348,35,183612,4.4,695,307460,16.66,60,1,0.416,3,0.297,111210,0,Education,1
C000349,21,66544,11.6,615,12635,15.53,24,0,0.225,1,0.367,9221,0,Home,0
C000350,53,201219,7.5,648,384035,17.37,36,2,0.386,2,0.796,387649,0,Business,1
C000351,23,66121,9.8,591,247018,5.3,24,2,0.245,2,0.449,382981,0,Personal,1
C000352,59,133163,13.0,634,390045,7.77,84,1,0.349,1,0.692,297975,0,Education,0
C000353,58,208473,14.4,572,42982,6.82,72,2,0.344,0,0.631,170297,0,Personal,0
C000354,68,181823,7.1,721,311920,14.63,48,2,0.637,0,0.436,242731,0,Personal,1
C000355,35,138151,5.8,694,203582,22.87,84,4,0.472,0,0.819,173328,0,Auto,1
C000356,62,221640,2.7,701,100989,9.28,48,1,0.25,2,0.426,445264,0,Medical,0
C000357,38,101099,8.4,676,467564,10.54,84,0,0.593,1,0.775,479525,0,Education,1
C000358,58,143294,13.0,688,21603,7.19,24,1,0.482,1,0.445,116753,0,Personal,0
C000359,51,164144,6.1,734,20319,10.5,24,1,0.436,3,0.454,391346,1,Auto,0
C000360,40,99520,2.0,736,331313,13.65,24,0,0.301,1,0.32,314428,0,Home,0
C000361,27,197510,5.9,605,400818,12.91,84,1,0.349,1,0.142,114426,0,Home,0
C000362,57,207278,10.8,637,90638,24.06,48,0,0.252,0,0.357,59947,0,Home,0
C000363,47,91784,14.5,716,108752,14.87,48,2,0.458,1,0.312,156850,0,Auto,0
C000364,28,82126,6.4,755,9595,7.04,60,2,0.208,2,0.654,161446,0,Personal,0
C000365,34,135271,11.1,648,264199,13.91,24,2,0.567,1,0.631,96020,0,Business,1
C000366,35,157019,10.6,643,150541,7.3,24,3,0.674,0,0.106,272008,0,Auto,0
C000367,27,196657,11.6,584,441690,23.46,12,0,0.088,2,0.282,270655,0,Business,1
C000368,53,46302,10.5,602,35263,24.49,36,3,0.174,0,0.377,206122,0,Personal,1
C000369,54,181293,11.1,714,183035,16.79,60,1,0.605,1,0.346,298128,0,Education,0
C000370,24,238328,8.5,667,155186,23.58,36,2,0.539,1,0.341,483323,0,Business,1
C000371,21,91850,13.7,735,103033,26.97,60,0,0.134,1,0.657,146868,0,Personal,1
C000372,61,126575,0.0,620,144165,12.77,12,1,0.593,0,0.17,63345,1,Personal,0
C000373,34,188796,4.9,701,333788,20.03,72,3,0.643,1,0.404,43552,0,Personal,1
C000374,51,63915,3.6,642,265305,7.26,84,0,0.399,0,0.531,351730,0,Auto,1
C000375,58,205099,4.1,573,169474,12.03,36,1,0.376,2,0.173,134647,1,Personal,1
C000376,40,81858,5.5,725,177230,10.54,12,1,0.704,0,0.373,85786,0,Home,0
C000377,23,110971,5.1,714,408209,26.04,72,1,0.138,5,0.842,423075,0,Home,1
C000378,55,31078,9.6,790,487187,19.32,36,0,0.357,1,0.934,431859,0,Auto,0
C000379,66,215864,0.0,733,469029,14.12,24,2,0.111,0,0.413,148404,0,Home,0
C000380,53,52192,3.3,791,319123,20.03,36,0,0.358,2,0.398,160807,0,Personal,0
C000381,35,174485,2.5,791,465866,19.23,84,2,0.408,2,0.475,303793,0,Home,1
C000382,23,19434,12.3,646,406258,12.66,72,2,0.209,1,0.46,290078,0,Personal,0
C000383,48,249845,7.1,781,298415,7.86,60,1,0.359,1,0.265,461238,0,Education,0
C000384,47,18908,14.5,744,359964,11.63,60,3,0.379,0,0.469,137412,0,Home,0
C000385,67,237164,4.8,711,73998,7.36,36,3,0.614,0,0.482,223915,0,Personal,0
C000386,67,29414,14.3,702,301931,22.09,72,2,0.333,0,0.579,423421,0,Home,0
C000387,53,150121,8.9,632,10016,20.68,36,3,0.326,2,0.079,310054,0,Medical,1
C000388,39,142026,12.4,724,137344,23.05,60,0,0.395,1,0.673,169814,0,Education,1
C000389,53,24671,5.5,782,63789,5.74,36,1,0.167,3,0.491,258024,0,Personal,0
C000390,51,124034,4.5,735,244192,6.62,36,1,0.224,0,0.072,213594,0,Education,0
C000391,24,112654,0.2,676,497221,18.6,36,3,0.706,1,0.073,194881,0,Education,1
C000392,52,147576,15.1,645,280303,18.73,24,5,0.562,1,0.669,148701,0,Auto,1
C000393,62,37376,4.2,737,475501,22.27,24,2,0.573,0,0.593,398178,0,Business,1
C000394,48,90832,10.2,585,81188,14.74,72,0,0.503,0,0.589,35454,0,Auto,0
C000395,36,249944,15.5,801,229659,23.75,60,2,0.568,1,0.81,383079,0,Business,0
C000396,69,29627,5.6,667,254364,19.43,36,1,0.27,0,0.612,411892,0,Personal,0
C000397,63,87160,6.1,666,412024,19.77,60,0,0.295,1,0.191,137244,0,Business,0
C000398,48,40077,14.2,661,255735,8.1,36,2,0.267,1,0.534,254085,0,Education,0
C000399,35,211219,0.0,711,307774,6.91,48,0,0.262,1,0.732,333104,0,Medical,0
C000400,68,65836,6.4,715,136252,22.04,60,1,0.421,1,0.49,216898,0,Personal,1
C000401,42,94010,17.9,613,69612,21.58,24,1,0.372,1,0.431,291485,1,Medical,0
C000402,51,92588,3.4,698,320565,15.66,36,2,0.637,0,0.372,355786,0,Personal,1
C000403,41,237490,14.6,674,286388,20.55,36,3,0.196,0,0.517,288690,0,Personal,0
C000404,52,39890,5.9,663,167083,9.33,72,2,0.366,0,0.419,73104,0,Home,0
C000405,27,85468,8.6,850,154808,6.53,84,0,0.048,2,0.093,289955,0,Home,1
C000406,53,226246,3.9,621,488093,5.56,12,3,0.246,1,0.576,379557,0,Business,0
C000407,28,37583,5.2,555,227611,12.68,24,1,0.448,2,0.187,400861,0,Education,1
C000408,34,179441,5.1,776,377491,18.85,48,2,0.229,1,0.661,92299,0,Personal,0
C000409,45,139522,8.5,771,26709,16.65,36,1,0.379,1,0.686,134981,0,Auto,0
C000410,52,199749,10.9,761,148062,5.62,12,5,0.171,1,0.673,170467,0,Auto,0
C000411,48,231507,9.7,652,256843,21.86,24,1,0.388,2,0.238,412697,0,Personal,1
C000412,22,132254,12.8,576,244779,12.11,60,2,0.566,3,0.416,446608,0,Auto,1
C000413,37,51855,0.0,644,406684,24.01,48,1,0.256,0,0.274,175307,1,Auto,1
C000414,47,185410,3.3,800,458407,11.29,24,0,0.441,3,0.354,21101,0,Auto,1
C000415,22,135726,14.1,691,114924,22.58,84,3,0.619,1,0.314,74885,0,Auto,1
C000416,28,232179,4.0,722,152315,12.71,36,0,0.785,2,0.577,150626,0,Medical,0
C000417,58,83162,2.0,696,55177,20.05,72,3,0.454,3,0.659,286995,0,Home,0
C000418,40,240678,11.9,746,492574,23.09,36,2,0.28,1,0.543,295069,0,Home,0
C000419,69,245454,14.7,658,144476,10.43,36,3,0.136,1,0.708,257273,0,Personal,1
C000420,57,165036,12.1,727,404600,24.03,72,1,0.117,1,0.502,347393,0,Home,0
C000421,41,74458,9.5,640,498725,25.41,84,2,0.191,2,0.256,208118,0,Home,0
C000422,46,37741,6.1,669,424262,10.54,48,0,0.392,1,0.2,388816,0,Education,0
C000423,51,245534,10.8,784,150498,13.7,60,1,0.323,1,0.32,146570,0,Business,0
C000424,40,100033,6.2,814,155516,18.96,24,4,0.401,1,0.411,355320,0,Business,0
C000425,26,233628,2.2,680,382845,22.43,24,0,0.397,5,0.187,373942,1,Home,1
C000426,35,77594,6.7,548,397810,11.61,60,1,0.34,1,0.484,430804,1,Auto,1
C000427,21,146282,7.9,666,255037,21.55,72,3,0.269,1,0.63,488095,0,Auto,0
C000428,46,166879,6.3,615,87276,15.91,12,1,0.31,1,0.19,86529,0,Education,0
C000429,49,100291,6.9,610,429812,25.48,12,1,0.207,0,0.691,166121,0,Personal,0
C000430,22,210581,17.0,608,419807,17.51,60,0,0.274,0,0.371,262245,0,Home,1
C000431,42,217891,4.2,603,177904,6.83,72,0,0.597,1,0.401,460084,0,Home,1
C000432,49,147694,0.0,550,221261,9.1,24,2,0.155,0,0.518,301764,0,Auto,1
C000433,29,221481,11.2,586,88151,20.24,60,1,0.508,1,0.611,483592,0,Auto,1
C000434,61,188602,10.0,729,306103,25.01,24,2,0.281,1,0.553,196227,0,Home,0
C000435,41,230141,11.0,591,484661,10.43,24,3,0.02,0,0.537,193153,0,Auto,1
C000436,52,32793,2.3,654,409987,21.15,84,0,0.222,0,0.57,244361,0,Auto,0
C000437,52,84793,4.5,562,357290,24.46,24,2,0.609,0,0.562,420305,0,Home,1
C000438,67,136574,3.9,744,429371,11.31,84,0,0.561,1,0.383,11443,0,Home,1
C000439,64,99599,3.5,850,37585,21.6,84,2,0.328,2,0.374,179491,0,Auto,0
C000440,60,120529,8.1,755,190575,20.2,12,0,0.021,1,0.242,161422,0,Personal,0
C000441,46,162810,13.2,638,82247,7.37,48,2,0.53,2,0.315,455240,0,Home,0
C000442,68,190950,4.0,794,116961,19.3,36,2,0.365,2,0.106,115790,0,Business,0
C000443,33,70518,13.3,603,31918,17.62,12,1,0.692,2,0.321,223838,0,Education,1
C000444,23,169912,1.0,761,444623,11.88,24,0,0.431,0,0.447,191763,0,Education,0
C000445,52,95043,1.4,765,221019,27.05,60,0,0.368,0,0.627,477130,0,Medical,1
C000446,53,22319,7.0,599,431206,25.65,36,1,0.334,0,0.304,408341,0,Home,0
C000447,53,136614,9.0,808,40158,7.94,60,0,0.371,3,0.384,178928,0,Home,1
C000448,62,27628,12.0,563,320783,11.71,24,1,0.628,0,0.289,124374,0,Business,1
C000449,62,167097,1.0,684,146775,19.64,12,2,0.361,0,0.379,81700,0,Personal,0
C000450,33,39886,6.2,706,402916,27.54,72,2,0.52,0,0.602,167371,1,Business,1
C000451,63,229686,17.8,850,249550,21.96,24,1,0.73,2,0.599,30439,0,Medical,0
C000452,26,52368,0.0,606,26837,6.92,84,2,0.245,2,0.484,241684,0,Business,0
C000453,24,35574,6.5,600,59353,9.09,60,1,0.431,2,0.495,176829,0,Home,1
C000454,58,164310,11.2,786,196390,11.96,60,4,0.319,0,0.245,419412,0,Personal,0
C000455,26,68596,10.6,636,285584,12.24,36,1,0.259,0,0.207,87767,0,Auto,1
C000456,23,37602,8.6,778,349659,8.72,24,4,0.491,0,0.071,448412,0,Home,0
C000457,47,106882,5.6,676,338056,22.74,72,1,0.484,0,0.016,294527,0,Education,0
C000458,60,28686,0.6,558,133267,21.63,36,2,0.454,6,0.399,119421,0,Medical,1
C000459,40,132156,0.0,721,393112,9.96,12,0,0.31,2,0.562,325868,0,Auto,1
C000460,38,21585,6.5,677,9644,24.83,84,1,0.261,0,0.695,194098,1,Home,0
C000461,40,131517,3.5,581,61149,6.15,36,2,0.249,0,0.482,22493,0,Home,1
C000462,50,64721,9.6,599,248076,18.25,60,2,0.252,1,0.378,316277,0,Personal,0
C000463,30,74033,11.8,700,295969,12.65,12,1,0.232,1,0.018,487173,0,Auto,0
C000464,43,105398,5.3,561,34170,27.1,84,2,0.02,2,0.756,457011,0,Personal,1
C000465,67,186178,2.1,659,257583,12.22,12,0,0.671,1,0.331,2378,0,Auto,1
C000466,23,180209,0.0,586,415488,18.67,36,2,0.236,2,0.648,244155,0,Auto,1
C000467,29,81773,3.4,799,134637,14.07,36,2,0.423,1,0.465,239910,0,Business,0
C000468,69,186219,5.6,671,347192,22.71,12,0,0.419,0,0.18,254035,0,Personal,1
C000469,39,22694,9.4,629,363225,8.31,72,2,0.252,1,0.649,303711,0,Business,1
C000470,56,207249,14.3,772,316589,24.17,24,1,0.312,1,0.73,290692,0,Education,1
C000471,60,169387,10.9,622,46056,25.61,24,2,0.477,0,0.68,312381,0,Business,1
C000472,47,249420,8.8,649,53280,26.86,36,0,0.873,1,0.331,371753,0,Home,0
C000473,62,142132,4.1,717,316942,27.97,12,0,0.315,2,0.66,237084,0,Business,1
C000474,48,32033,5.2,747,51007,22.94,48,0,0.711,2,0.762,164674,0,Personal,1
C000475,63,72720,4.3,595,15774,24.77,48,4,0.402,3,0.702,498293,0,Auto,1
C000476,28,73561,9.7,607,78473,19.4,84,0,0.314,1,0.492,147454,0,Medical,0
C000477,62,104521,10.2,743,17506,16.83,48,0,0.314,1,0.653,55553,0,Home,0
C000478,68,221495,17.2,656,294284,17.16,12,3,0.353,0,0.575,489055,0,Education,0
C000479,28,81622,2.8,692,133031,16.1,24,2,0.52,0,0.246,124322,0,Personal,0
C000480,38,148424,1.8,691,203614,21.78,48,3,0.46,1,0.604,342298,1,Education,1
C000481,41,93287,15.8,706,271162,5.34,84,0,0.307,0,0.494,267482,0,Home,0
C000482,66,127207,0.0,549,492668,25.6,84,2,0.02,3,0.498,490951,0,Auto,0
C000483,33,98947,10.5,673,424672,8.78,60,1,0.091,2,0.329,82737,0,Education,1
C000484,47,244538,15.0,600,80201,10.76,60,3,0.618,4,0.422,40895,0,Home,1
C000485,67,181547,2.8,809,250102,21.57,72,0,0.189,2,0.562,415349,1,Business,1
C000486,60,32519,1.8,767,256234,26.31,36,0,0.35,2,0.214,473852,0,Personal,0
C000487,36,193439,13.7,771,379247,5.58,48,1,0.506,0,0.796,67617,0,Personal,0
C000488,60,53041,8.5,548,232231,25.92,12,1,0.574,0,0.489,1010,0,Education,1
C000489,29,19242,6.5,736,74300,10.7,36,2,0.369,3,0.245,360947,0,Medical,0
C000490,47,38073,10.3,661,174048,21.41,24,1,0.391,0,0.471,43028,0,Business,1
C000491,37,249956,4.3,666,72729,12.52,24,1,0.098,0,0.553,433114,0,Home,0
C000492,23,25342,2.6,722,162530,9.29,24,0,0.121,1,0.183,313771,0,Home,0
C000493,24,35612,3.8,649,142066,7.54,60,1,0.02,1,0.158,361384,0,Home,0
C000494,60,109364,13.2,642,12729,14.11,84,2,0.532,2,0.072,410568,0,Auto,0
C000495,21,230406,7.2,639,271652,13.1,60,1,0.554,2,0.73,80678,0,Medical,1
C000496,34,67109,8.7,655,252317,18.62,36,3,0.501,0,0.711,105962,0,Personal,1
C000497,28,233887,12.0,567,160904,18.78,12,2,0.293,0,0.282,14911,0,Business,1
C000498,27,219126,11.1,732,215158,10.64,60,2,0.02,1,0.532,146906,0,Business,1
C000499,50,168042,3.6,685,100515,6.38,48,2,0.385,1,0.543,478287,0,Personal,0
C000500,45,36396,13.3,753,488281,19.62,60,2,0.283,2,0.878,120116,0,Auto,0
C000501,59,125946,10.8,617,336814,19.52,72,2,0.453,0,0.467,407131,0,Personal,0
C000502,36,79767,8.1,658,239195,27.53,60,0,0.502,1,0.508,291442,0,Personal,1
C000503,31,32064,0.5,668,223488,12.36,24,1,0.303,0,0.407,49570,0,Auto,0
C000504,45,47725,5.2,719,418497,15.15,12,2,0.445,1,0.426,349928,0,Personal,1
C000505,53,78541,2.4,645,22665,26.85,12,1,0.452,1,0.641,124485,0,Personal,0
C000506,68,54380,7.1,749,260420,15.68,36,5,0.363,0,0.204,443793,0,Business,0
C000507,41,212146,5.7,695,78544,9.13,36,1,0.38,1,0.388,165756,0,Personal,0
C000508,30,110613,8.8,659,341836,16.81,36,0,0.288,1,0.567,441837,0,Business,1
C000509,29,70207,10.0,687,479989,12.35,36,3,0.532,3,0.283,371465,0,Education,0
C000510,21,83988,3.8,640,429593,16.2,48,3,0.349,1,0.144,245153,0,Auto,1
C000511,54,87688,0.0,816,16116,21.79,72,1,0.219,1,0.336,329220,0,Medical,0
C000512,51,232560,5.9,687,357574,24.04,84,0,0.304,0,0.176,205273,0,Personal,1
C000513,41,24485,8.8,524,218668,10.34,36,1,0.22,1,0.328,459243,0,Personal,0
C000514,44,177198,7.4,756,86304,11.48,36,0,0.457,0,0.574,29279,0,Home,0
C000515,39,156718,0.0,679,286959,17.44,12,2,0.209,1,0.215,206714,0,Auto,0
C000516,68,33749,16.1,740,481249,5.2,12,3,0.369,1,0.285,401828,0,Home,0
C000517,41,151066,2.0,494,59188,25.67,48,2,0.418,1,0.711,208659,0,Auto,1
C000518,45,211531,7.0,672,122001,9.13,72,4,0.152,1,0.065,271590,1,Personal,0
C000519,40,230897,15.8,584,148095,23.22,36,1,0.593,1,0.171,468268,0,Business,1
C000520,46,173890,14.0,585,80472,17.54,72,0,0.592,4,0.459,494826,0,Auto,0
C000521,27,111467,3.9,702,463977,10.09,48,0,0.341,0,0.396,274287,0,Personal,1
C000522,23,130061,14.2,659,199386,13.45,60,0,0.223,1,0.39,396114,0,Business,0
C000523,60,41332,10.6,534,49844,25.8,48,3,0.282,0,0.531,148830,1,Home,0
C000524,68,130023,22.1,706,284610,5.72,48,0,0.344,0,0.919,2599,0,Home,0
C000525,28,29730,1.9,679,29609,13.34,48,2,0.894,1,0.415,244958,0,Home,0
C000526,50,61100,1.2,633,237165,15.0,72,2,0.387,1,0.751,464317,0,Home,1
C000527,31,228216,2.6,695,229841,14.37,84,1,0.368,1,0.431,429922,1,Personal,1
C000528,28,193360,11.9,730,97912,26.31,72,3,0.288,0,0.362,82321,1,Personal,0
C000529,57,195148,10.9,695,233396,5.26,36,1,0.346,0,0.243,264117,0,Education,0
C000530,37,167694,5.1,654,165813,22.91,84,0,0.431,1,0.057,27673,0,Home,1
C000531,28,91961,13.1,599,33703,25.58,48,0,0.094,0,0.381,360704,0,Business,0
C000532,67,119798,3.4,617,77276,10.02,84,3,0.585,0,0.452,35111,0,Auto,0
C000533,64,211500,15.8,643,156950,12.43,84,0,0.381,0,0.202,289424,0,Education,0
C000534,50,44906,8.7,735,117226,10.72,48,2,0.147,3,0.366,267762,0,Business,0
C000535,63,65544,4.5,850,248281,26.75,72,3,0.377,1,0.8,363508,0,Personal,0
C000536,63,212574,6.7,726,223223,13.52,84,3,0.656,1,0.922,127971,0,Education,1
C000537,36,241660,8.0,672,342896,12.73,48,3,0.603,1,0.229,129190,0,Home,0
C000538,24,142195,4.6,538,311267,13.78,24,1,0.607,2,0.229,241589,0,Education,1
C000539,41,176859,3.7,629,439729,10.06,84,3,0.02,3,0.64,290682,0,Business,1
C000540,54,153418,8.5,531,231132,10.44,24,3,0.297,0,0.41,313199,0,Auto,0
C000541,60,25243,9.6,677,34922,22.46,48,2,0.166,1,0.349,352707,0,Auto,0
C000542,55,159984,9.8,670,381124,9.28,48,1,0.431,1,0.517,281372,0,Business,1
C000543,33,163277,4.7,746,272681,11.09,72,3,0.137,1,0.462,351321,0,Home,0
C000544,63,208036,5.4,688,332189,7.5,24,0,0.621,1,0.518,217842,0,Home,1
C000545,47,239121,3.4,841,129466,27.9,72,1,0.576,2,0.334,70695,0,Education,0
C000546,28,72706,0.0,682,158952,19.88,12,2,0.441,0,0.27,471533,0,Home,1
C000547,61,194485,11.8,691,438951,19.36,48,1,0.409,3,0.418,452534,0,Business,1
C000548,62,140760,7.2,791,209197,12.64,84,2,0.111,1,0.631,63831,0,Home,0
C000549,49,105211,12.9,594,410864,19.62,48,1,0.447,3,0.58,342518,0,Personal,0
C000550,36,240897,0.0,805,476432,17.34,24,3,0.167,2,0.719,259990,0,Home,0
C000551,63,217423,9.4,649,11103,25.47,36,1,0.32,0,0.538,487638,1,Home,1
C000552,66,31075,13.8,723,408600,12.47,24,1,0.414,0,0.191,46249,0,Education,0
C000553,25,215040,5.8,738,468874,17.34,12,2,0.354,1,0.407,111377,0,Home,1
C000554,57,56960,11.6,748,203906,13.07,48,1,0.224,1,0.098,167333,0,Business,0
C000555,60,74348,0.5,699,420592,17.31,48,2,0.476,2,0.388,397234,0,Home,1
C000556,60,217093,13.7,761,462134,19.81,36,2,0.288,1,0.29,474988,0,Auto,1
C000557,62,147201,10.8,726,57534,5.75,60,0,0.297,0,0.527,28123,1,Business,0
C000558,30,224558,15.5,757,141449,26.34,48,2,0.251,0,0.356,97249,0,Business,0
C000559,35,50054,5.4,625,441807,26.87,48,1,0.02,1,0.733,391309,0,Business,1
C000560,41,25766,10.3,645,207821,16.02,60,4,0.516,1,0.153,446920,0,Education,1
C000561,54,207720,7.2,653,456111,25.08,24,0,0.516,1,0.317,58632,0,Personal,1
C000562,42,142021,5.9,657,404621,8.06,72,2,0.426,1,0.29,26228,0,Business,1
C000563,42,44463,8.3,610,319028,25.29,24,2,0.607,4,0.677,470722,0,Personal,1
C000564,29,24045,4.7,637,354575,27.13,48,1,0.052,1,0.58,76536,0,Personal,1
C000565,46,150123,4.9,643,298963,9.6,48,4,0.229,2,0.504,162388,0,Business,0
C000566,33,65848,3.4,824,325471,24.64,48,2,0.502,1,0.747,456713,0,Medical,1
C000567,38,132833,5.0,696,230531,27.37,60,2,0.359,1,0.219,266969,0,Personal,0
C000568,21,139441,11.4,727,85205,9.11,60,2,0.488,2,0.444,240903,0,Auto,0
C000569,43,229043,6.4,635,12681,22.08,72,0,0.613,4,0.242,43095,1,Auto,1
C000570,53,60793,7.8,559,245044,7.63,12,0,0.406,0,0.889,475089,0,Education,1
C000571,67,109383,0.0,643,223850,23.59,24,3,0.199,2,0.085,361481,0,Personal,0
C000572,51,40767,7.9,581,462370,26.71,72,2,0.906,2,0.288,316907,0,Personal,1
C000573,41,22301,8.8,590,97457,26.53,60,3,0.571,3,0.601,160052,0,Business,1
C000574,43,153123,5.0,823,166170,7.47,60,4,0.651,2,0.631,181968,1,Home,1
C000575,36,134222,0.0,663,422839,14.98,12,0,0.517,2,0.451,325222,0,Auto,1
C000576,47,18712,4.0,680,449565,27.14,60,1,0.306,1,0.635,201188,0,Auto,1
C000577,57,227985,10.8,595,121382,26.39,48,2,0.596,1,0.68,140825,0,Auto,1
C000578,58,22586,10.7,799,124921,5.54,36,4,0.276,2,0.523,288350,1,Personal,1
C000579,34,182798,5.8,779,427295,20.37,36,0,0.478,2,0.301,429290,0,Home,0
C000580,57,127490,6.4,660,235791,12.38,36,0,0.758,0,0.26,224391,0,Business,1
C000581,67,151830,20.0,731,147289,13.52,48,0,0.253,4,0.408,336752,0,Personal,1
C000582,27,146984,15.0,683,239133,21.38,72,3,0.333,4,0.434,152697,0,Personal,1
C000583,32,185909,8.3,679,319035,5.1,48,0,0.026,3,0.416,414401,0,Personal,0
C000584,48,134733,7.0,646,252030,13.87,36,1,0.327,2,0.444,78422,0,Personal,0
C000585,23,118856,9.4,753,452963,12.11,72,1,0.154,0,0.798,394481,0,Home,1
C000586,42,122202,9.0,588,335103,20.48,72,4,0.156,1,0.33,100829,0,Personal,1
C000587,41,159575,5.9,703,76825,10.24,12,1,0.749,3,0.566,137940,0,Personal,1
C000588,49,125950,11.9,729,105601,17.89,24,3,0.545,1,0.197,409620,0,Business,1
C000589,40,183400,5.1,804,405912,20.32,72,1,0.457,1,0.679,4019,0,Auto,0
C000590,23,77670,7.5,686,160193,27.21,60,3,0.57,0,0.498,209118,1,Home,1
C000591,47,44643,12.2,719,177930,12.24,36,2,0.62,0,0.669,478319,0,Auto,0
C000592,41,225613,11.9,608,208824,16.56,12,1,0.19,2,0.612,54702,0,Home,1
C000593,61,42452,1.8,667,383909,26.26,60,0,0.214,1,0.149,153920,0,Home,1
